pga,vulnerability,occupancy,smoke_detected,gas_detected,fire_detected,urgency_score,priority
0.0156,0.577,0,0,0,0,8,LOW
0.0181,0.396,227,0,0,0,30,LOW
0.0442,0.625,39,0,0,0,28,LOW
0.0068,0.257,21,0,0,0,18,LOW
0.0069,0.426,0,0,0,0,6,LOW
0.0678,0.341,400,0,0,0,39,MEDIUM
0.0085,0.169,23,0,0,0,17,LOW
0.0182,0.427,42,0,0,0,21,LOW
0.0165,0.39,0,0,0,0,5,LOW
0.0276,0.141,0,0,0,0,6,LOW
0.0219,0.1,0,0,0,0,6,LOW
0.1592,0.286,15,0,0,0,29,LOW
0.0149,0.193,0,0,0,0,2,LOW
0.023,0.271,0,0,0,0,8,LOW
0.0129,0.517,19,0,0,0,17,LOW
0.0185,0.618,23,0,1,0,34,MEDIUM
0.1126,0.279,45,0,0,0,34,MEDIUM
0.0939,0.169,6,0,0,0,21,LOW
0.0115,0.403,39,0,0,0,21,LOW
0.0034,0.1,19,0,0,0,11,LOW
0.0487,0.137,12,0,0,0,16,LOW
0.0429,0.307,37,0,0,0,24,LOW
0.0169,0.122,0,0,1,0,11,LOW
0.0301,0.1,23,0,0,0,21,LOW
0.1654,0.204,72,0,0,0,38,MEDIUM
0.0263,0.179,278,0,0,0,32,MEDIUM
0.0397,0.182,6,0,0,0,17,LOW
0.0208,0.367,18,1,0,1,39,MEDIUM
0.0479,0.414,16,0,0,0,20,LOW
0.0385,0.1,14,0,0,0,16,LOW
0.0012,0.258,0,0,0,0,3,LOW
0.0311,0.127,2,0,0,0,11,LOW
0.184,0.221,10,1,0,0,38,MEDIUM
0.0477,0.1,0,0,0,0,6,LOW
0.0027,0.108,0,0,0,0,1,LOW
0.0267,0.1,48,1,0,1,41,MEDIUM
0.0055,0.352,0,0,0,0,5,LOW
0.1364,0.1,484,0,0,0,41,MEDIUM
0.1329,0.22,14,0,0,0,28,LOW
0.0347,0.364,0,0,0,0,9,LOW
0.0119,0.128,352,0,0,0,26,LOW
0.0178,0.216,16,0,0,0,13,LOW
0.0645,0.242,0,0,0,0,12,LOW
0.0468,0.281,17,0,0,0,18,LOW
0.0604,0.263,0,0,0,0,12,LOW
0.0075,0.187,22,0,0,0,17,LOW
0.0312,0.271,0,0,0,0,8,LOW
0.189,0.25,32,0,0,0,33,MEDIUM
0.0094,0.379,92,0,0,0,25,LOW
0.0797,0.377,34,0,0,0,29,LOW
0.041,0.175,387,0,0,0,32,MEDIUM
0.0459,0.102,0,0,0,0,6,LOW
0.0214,0.1,94,0,0,0,26,LOW
0.0186,0.202,80,1,0,0,33,MEDIUM
0.0572,0.125,164,0,0,0,35,MEDIUM
0.1746,0.205,351,0,0,0,43,MEDIUM
0.015,0.574,45,0,0,0,23,LOW
0.1563,0.397,0,1,0,0,30,LOW
0.0307,0.488,26,0,0,0,26,LOW
0.003,0.283,448,0,0,0,29,LOW
0.3911,0.1,9,0,0,0,37,MEDIUM
0.0416,0.1,27,0,0,0,21,LOW
0.0375,0.1,0,0,0,0,6,LOW
0.055,0.388,282,0,0,0,39,MEDIUM
0.1046,0.24,26,0,0,0,33,MEDIUM
0.1938,0.237,74,0,0,0,38,MEDIUM
0.0457,0.105,0,0,0,0,6,LOW
0.003,0.352,0,0,0,0,5,LOW
0.0435,0.203,32,0,0,0,22,LOW
0.0125,0.18,6,1,0,0,22,LOW
0.0582,0.345,1,0,0,0,19,LOW
0.0227,0.239,129,1,0,0,43,MEDIUM
0.023,0.208,33,0,0,0,22,LOW
0.0136,0.164,41,0,0,0,17,LOW
0.0311,0.302,42,0,0,0,24,LOW
0.0072,0.1,25,0,0,0,16,LOW
0.005,0.242,33,0,0,0,18,LOW
0.0316,0.295,0,0,0,0,8,LOW
0.0403,0.191,11,0,0,0,17,LOW
0.0482,0.111,0,0,0,0,6,LOW
0.0482,0.52,0,1,0,0,22,LOW
0.1962,0.528,11,0,0,0,32,MEDIUM
0.0101,0.197,0,0,0,0,2,LOW
0.0165,0.365,10,1,0,0,25,LOW
0.0176,0.15,33,0,0,0,17,LOW
0.1929,0.23,0,0,0,0,18,LOW
0.0044,0.403,35,0,0,0,21,LOW
0.096,0.1,0,0,0,0,10,LOW
0.0294,0.169,55,0,0,0,27,LOW
0.0077,0.1,45,0,0,0,16,LOW
0.0077,0.374,24,0,0,0,20,LOW
0.1751,0.453,0,0,0,0,21,LOW
0.0013,0.183,0,0,0,0,2,LOW
0.077,0.529,0,0,0,0,16,LOW
0.1765,0.469,0,0,1,0,32,MEDIUM
0.0327,0.351,0,0,0,0,9,LOW
0.0301,0.334,31,0,0,0,24,LOW
0.0314,0.5,0,0,0,0,11,LOW
0.0148,0.242,4,0,0,0,8,LOW
0.0186,0.253,16,0,0,0,13,LOW
0.0367,0.231,423,0,0,0,32,MEDIUM
0.0336,0.1,269,0,0,0,31,MEDIUM
0.013,0.773,0,0,1,0,21,LOW
0.1532,0.479,48,1,0,0,47,MEDIUM
0.0204,0.551,0,0,0,0,12,LOW
0.0385,0.222,36,0,0,0,22,LOW
0.045,0.322,0,0,0,0,9,LOW
0.0245,0.206,17,0,0,0,17,LOW
0.1808,0.238,245,0,0,0,43,MEDIUM
0.0337,0.743,15,0,0,0,25,LOW
0.0495,0.183,338,0,0,0,32,MEDIUM
0.0371,0.16,30,0,0,0,21,LOW
0.0022,0.375,34,0,0,0,20,LOW
0.1587,0.435,22,0,0,0,36,MEDIUM
0.2362,0.272,24,0,0,0,40,MEDIUM
0.0152,0.288,0,0,0,0,4,LOW
0.0344,0.424,9,0,0,0,20,LOW
0.0176,0.142,24,0,0,0,17,LOW
0.188,0.62,0,0,0,0,24,LOW
0.1875,0.127,11,0,0,0,26,LOW
0.0049,0.329,2,0,0,0,9,LOW
0.1757,0.209,7,0,0,0,28,LOW
0.0325,0.278,3,0,0,0,13,LOW
0.1663,0.151,0,0,0,0,17,LOW
0.0741,0.52,0,0,0,0,16,LOW
0.0225,0.126,0,0,0,0,6,LOW
0.0047,0.443,0,0,0,0,6,LOW
0.1298,0.66,0,0,0,0,24,LOW
0.0007,0.381,0,0,0,0,5,LOW
0.0256,0.329,45,0,0,0,24,LOW
0.0474,0.481,42,0,0,0,26,LOW
0.0783,0.1,12,0,0,0,20,LOW
0.1837,0.292,25,0,0,0,34,MEDIUM
0.0705,0.1,235,1,0,0,45,MEDIUM
0.0142,0.1,10,0,0,0,11,LOW
0.0044,0.18,16,0,0,0,12,LOW
0.5524,0.42,31,0,0,0,51,MEDIUM
0.0398,0.175,22,0,0,0,22,LOW
0.5856,0.203,40,1,0,0,58,MEDIUM
0.045,0.582,0,0,0,0,13,LOW
0.0002,0.173,0,0,0,0,2,LOW
0.1574,0.217,0,0,0,0,18,LOW
0.0014,0.339,31,0,0,0,20,LOW
0.0055,0.241,431,0,0,0,28,LOW
0.0499,0.325,370,0,0,0,34,MEDIUM
0.0627,0.369,0,0,0,0,14,LOW
0.0818,0.669,33,0,0,0,34,MEDIUM
0.1913,0.303,34,0,0,0,34,MEDIUM
0.0211,0.499,0,0,0,0,11,LOW
0.0495,0.1,364,0,0,0,31,MEDIUM
0.0244,0.268,31,0,0,0,23,LOW
0.1527,0.191,349,0,0,0,42,MEDIUM
0.0199,0.596,0,0,0,0,8,LOW
0.5213,0.342,30,0,0,0,50,MEDIUM
0.0358,0.299,0,0,0,0,8,LOW
0.133,0.16,27,0,0,0,32,MEDIUM
0.1896,0.25,19,1,0,1,48,MEDIUM
0.1172,0.1,0,0,0,0,16,LOW
0.1386,0.251,26,0,0,0,33,MEDIUM
0.03,0.265,379,0,0,0,33,MEDIUM
0.1633,0.1,20,0,0,0,26,LOW
0.0468,0.409,26,0,0,0,25,LOW
0.1265,0.405,77,0,0,0,41,MEDIUM
0.0086,0.228,46,0,0,0,18,LOW
0.003,0.441,27,0,0,0,21,LOW
0.0708,0.454,33,0,0,0,30,LOW
0.1312,0.2,46,0,0,0,32,MEDIUM
0.1904,0.201,72,0,0,0,38,MEDIUM
0.0967,0.443,0,0,0,0,15,LOW
0.0403,0.369,361,0,0,0,35,MEDIUM
0.0101,0.204,10,1,0,0,23,LOW
0.0133,0.507,12,0,0,0,17,LOW
0.035,0.392,0,0,0,0,10,LOW
0.1465,0.171,0,0,0,0,17,LOW
0.0152,0.331,30,0,0,0,19,LOW
0.5396,0.716,42,1,0,0,65,HIGH
0.0245,0.183,38,0,0,0,22,LOW
0.0336,0.139,14,0,0,0,16,LOW
0.0226,0.601,1,0,0,0,18,LOW
0.0203,0.116,10,0,0,0,16,LOW
0.1197,0.146,5,0,0,0,22,LOW
0.0348,0.117,48,0,0,0,21,LOW
0.0237,0.796,25,0,0,0,31,MEDIUM
0.1001,0.158,0,0,0,0,17,LOW
0.0118,0.338,5,0,1,0,20,LOW
0.0033,0.312,289,0,0,0,29,LOW
0.0132,0.3,33,0,0,0,19,LOW
0.0385,0.387,26,0,0,0,25,LOW
0.1678,0.343,78,0,0,0,40,MEDIUM
0.0315,0.101,370,0,0,0,31,MEDIUM
0.0015,0.1,30,0,0,0,16,LOW
0.0325,0.132,0,0,0,0,6,LOW
0.0124,0.439,0,1,0,0,16,LOW
0.0077,0.148,0,0,0,0,2,LOW
0.0326,0.391,15,0,0,0,20,LOW
0.0476,0.181,5,0,0,0,12,LOW
0.0351,0.249,43,0,0,0,23,LOW
0.1765,0.448,348,0,0,0,46,MEDIUM
0.0823,0.213,15,0,0,0,22,LOW
0.0283,0.127,0,0,0,0,6,LOW
0.0314,0.309,0,0,0,0,9,LOW
0.0256,0.777,0,0,0,0,16,LOW
0.024,0.547,37,0,0,0,27,LOW
0.0325,0.474,28,0,0,0,26,LOW
0.0234,0.146,41,0,0,0,21,LOW
0.0202,0.222,0,0,0,0,7,LOW
0.0364,0.203,27,0,0,0,22,LOW
0.0292,0.347,0,0,0,0,9,LOW
0.0491,0.468,14,0,0,0,21,LOW
0.0166,0.101,0,0,0,0,1,LOW
0.0213,0.273,14,0,0,0,18,LOW
0.0426,0.264,17,0,0,0,18,LOW
0.0229,0.112,43,0,0,0,21,LOW
0.0144,0.283,0,0,0,0,4,LOW
0.031,0.573,345,0,0,0,38,MEDIUM
0.0291,0.325,15,1,0,1,39,MEDIUM
0.0426,0.187,11,1,0,1,37,MEDIUM
0.0283,0.431,24,0,0,0,25,LOW
0.0335,0.494,17,0,1,0,31,MEDIUM
0.1111,0.213,470,0,1,0,53,MEDIUM
0.0878,0.676,0,0,0,0,19,LOW
0.0032,0.494,33,0,0,0,22,LOW
0.0117,0.1,44,0,0,0,16,LOW
0.1772,0.264,53,0,0,0,38,MEDIUM
0.0491,0.52,0,1,0,0,22,LOW
0.0153,0.15,34,0,0,0,17,LOW
0.0232,0.365,20,0,0,0,19,LOW
0.0342,0.244,32,0,0,0,23,LOW
0.0938,0.543,0,0,0,0,17,LOW
0.0286,0.393,0,0,0,0,10,LOW
0.1901,0.459,23,0,0,0,36,MEDIUM
0.0127,0.299,0,0,0,0,4,LOW
0.106,0.183,0,1,0,1,37,MEDIUM
0.0043,0.402,0,0,0,0,6,LOW
0.0452,0.389,0,1,0,1,30,LOW
0.0253,0.405,14,1,0,1,40,MEDIUM
0.0491,0.235,44,0,0,0,23,LOW
0.0346,0.131,0,0,0,0,6,LOW
0.0449,0.341,0,0,0,0,9,LOW
0.0026,0.225,0,0,0,0,3,LOW
0.1506,0.491,0,0,0,0,22,LOW
0.0097,0.277,0,0,0,0,4,LOW
0.0028,0.464,36,0,0,0,21,LOW
0.0399,0.226,0,0,0,0,7,LOW
0.1753,0.1,37,0,0,0,31,MEDIUM
0.0146,0.537,33,0,0,0,23,LOW
0.043,0.1,5,0,0,0,11,LOW
0.0467,0.225,2,0,0,0,12,LOW
0.0485,0.267,0,0,0,0,8,LOW
0.0472,0.1,188,0,0,0,31,MEDIUM
0.0317,0.202,39,0,0,0,22,LOW
0.0142,0.195,34,0,0,0,17,LOW
0.046,0.445,0,1,0,0,21,LOW
0.0694,0.334,0,1,0,0,24,LOW
0.0161,0.253,0,0,0,0,3,LOW
0.0304,0.12,0,0,0,0,6,LOW
0.0201,0.1,45,0,0,0,21,LOW
0.0475,0.514,125,1,0,0,47,MEDIUM
0.0023,0.337,0,0,0,0,5,LOW
0.0219,0.826,46,0,0,0,31,MEDIUM
0.1211,0.221,46,0,0,0,33,MEDIUM
0.0204,0.131,37,0,0,0,21,LOW
0.01,0.188,4,0,0,0,7,LOW
0.0359,0.1,0,0,0,0,6,LOW
0.0349,0.435,0,0,0,0,11,LOW
0.002,0.175,6,0,0,0,12,LOW
0.0053,0.336,92,0,0,0,25,LOW
0.0017,0.296,0,0,0,0,4,LOW
0.0559,0.197,0,0,0,0,11,LOW
0.0209,0.522,106,0,0,0,37,MEDIUM
0.0225,0.1,9,1,0,0,26,LOW
0.0327,0.432,343,0,0,0,35,MEDIUM
0.1126,0.556,12,0,1,0,43,MEDIUM
0.0182,0.136,300,0,0,0,27,LOW
0.0191,0.152,0,0,0,0,2,LOW
0.0443,0.1,0,0,1,0,16,LOW
0.0245,0.16,10,0,0,0,16,LOW
0.0388,0.384,0,0,0,0,10,LOW
0.0476,0.227,0,0,0,0,7,LOW
0.0209,0.355,141,0,0,0,34,MEDIUM
0.0363,0.309,41,0,0,0,24,LOW
0.0368,0.454,358,1,0,0,46,MEDIUM
0.0199,0.137,32,0,0,0,17,LOW
0.1651,0.353,4,0,0,0,25,LOW
0.0185,0.298,0,0,0,0,4,LOW
0.1544,0.336,20,0,0,0,30,LOW
0.043,0.529,46,1,0,1,47,MEDIUM
0.0658,0.261,0,0,0,0,12,LOW
0.138,0.373,290,0,0,0,45,MEDIUM
0.0178,0.303,42,0,0,0,19,LOW
0.0079,0.265,10,0,0,0,13,LOW
0.0434,0.165,0,0,0,0,6,LOW
0.0118,0.554,30,0,0,0,23,LOW
0.0086,0.442,46,0,0,0,21,LOW
0.106,0.467,0,0,0,0,21,LOW
0.0777,0.273,49,0,0,0,28,LOW
0.1039,0.143,11,0,0,0,27,LOW
0.0011,0.324,36,0,0,0,19,LOW
0.0026,0.669,41,0,0,0,25,LOW
0.5673,0.14,0,0,1,0,42,MEDIUM
0.0496,0.301,485,0,0,0,34,MEDIUM
0.0489,0.496,0,0,0,0,11,LOW
0.0703,0.268,0,0,0,0,13,LOW
0.034,0.322,0,0,0,0,9,LOW
0.0668,0.103,11,1,0,1,40,MEDIUM
0.1088,0.252,0,0,0,0,18,LOW
0.0036,0.14,100,0,0,0,22,LOW
0.0002,0.1,0,0,0,0,1,LOW
0.001,0.552,13,0,0,0,18,LOW
0.062,0.518,187,0,0,0,41,MEDIUM
0.1174,0.241,12,0,0,0,28,LOW
0.0437,0.45,17,0,0,0,21,LOW
0.0039,0.489,429,0,0,0,32,MEDIUM
0.1026,0.628,0,0,0,0,24,LOW
0.2281,0.1,476,0,0,0,47,MEDIUM
0.0749,0.246,8,0,0,0,22,LOW
0.5398,0.102,0,0,0,0,31,MEDIUM
0.1726,0.261,8,0,0,0,28,LOW
0.0436,0.43,3,0,0,0,15,LOW
0.0464,0.19,0,0,0,0,7,LOW
0.1737,0.1,204,0,0,0,41,MEDIUM
0.0121,0.1,0,0,0,0,1,LOW
0.0191,0.357,27,0,0,0,20,LOW
0.0063,0.135,11,0,0,0,12,LOW
0.3776,0.1,0,0,0,0,27,LOW
0.1988,0.153,40,1,0,0,42,MEDIUM
0.0294,0.128,0,0,0,0,6,LOW
0.197,0.1,45,0,0,0,31,MEDIUM
0.0489,0.374,32,0,0,0,25,LOW
0.0073,0.244,16,0,0,0,13,LOW
0.0394,0.2,40,1,0,0,32,MEDIUM
0.0024,0.392,10,0,0,0,15,LOW
0.0363,0.105,33,0,0,0,21,LOW
0.0185,0.578,24,0,0,0,23,LOW
0.0126,0.1,0,0,0,0,1,LOW
0.0153,0.578,28,0,0,0,23,LOW
0.0304,0.286,0,0,0,0,8,LOW
0.03,0.518,0,0,0,0,12,LOW
0.0038,0.482,7,1,0,0,27,LOW
0.0093,0.16,0,0,0,0,2,LOW
0.0208,0.445,26,0,0,0,26,LOW
0.0005,0.457,30,0,0,0,21,LOW
0.0187,0.117,0,0,0,0,1,LOW
0.0955,0.241,0,0,0,0,12,LOW
0.1168,0.133,28,1,0,0,41,MEDIUM
0.1012,0.286,16,0,0,0,29,LOW
0.0754,0.125,33,0,0,0,25,LOW
0.0008,0.544,13,0,0,0,18,LOW
0.0411,0.364,18,0,0,0,19,LOW
0.0183,0.401,73,0,0,0,26,LOW
0.0381,0.111,9,0,0,0,16,LOW
0.1279,0.438,39,0,0,0,36,MEDIUM
0.0238,0.171,11,0,0,0,17,LOW
0.0413,0.322,9,0,0,0,19,LOW
0.0342,0.269,0,0,0,0,8,LOW
0.0426,0.127,49,0,0,0,21,LOW
0.1458,0.222,43,0,0,0,33,MEDIUM
0.0029,0.169,57,0,0,0,22,LOW
0.1733,0.109,0,0,0,0,16,LOW
0.0221,0.148,243,0,0,0,31,MEDIUM
0.3212,0.346,484,0,0,0,51,MEDIUM
0.0339,0.239,29,0,0,0,23,LOW
0.1516,0.501,114,0,0,0,47,MEDIUM
0.0094,0.33,24,1,0,0,29,LOW
0.0324,0.493,0,0,0,0,11,LOW
0.0074,0.226,7,0,0,0,13,LOW
0.0279,0.401,0,0,0,0,10,LOW
0.0025,0.229,34,0,0,0,18,LOW
0.0326,0.682,25,0,0,0,29,LOW
0.0492,0.238,0,0,0,0,8,LOW
0.0095,0.198,14,0,0,0,12,LOW
0.0068,0.482,18,0,0,0,17,LOW
0.033,0.416,19,0,0,0,20,LOW
0.1605,0.237,4,0,0,0,23,LOW
0.3666,0.14,3,0,0,0,32,MEDIUM
0.0797,0.21,1,0,0,0,17,LOW
0.0244,0.348,23,0,0,0,24,LOW
0.0926,0.1,0,0,0,0,10,LOW
0.132,0.125,38,0,0,0,31,MEDIUM
0.0115,0.126,35,0,0,0,16,LOW
0.0063,0.316,0,0,0,0,4,LOW
0.0018,0.299,14,0,0,0,14,LOW
0.0173,0.352,46,0,0,0,20,LOW
0.0285,0.1,37,0,0,0,21,LOW
0.0211,0.615,38,0,0,0,28,LOW
0.0385,0.241,0,0,0,0,8,LOW
0.0318,0.365,10,0,0,0,19,LOW
0.0118,0.195,3,0,0,0,7,LOW
0.0074,0.248,36,0,0,0,18,LOW
0.0904,0.48,0,0,0,0,16,LOW
0.0893,0.344,8,0,0,0,24,LOW
0.0553,0.132,42,0,0,0,25,LOW
0.0073,0.233,380,0,0,0,28,LOW
0.0156,0.272,0,0,0,0,4,LOW
0.027,0.52,11,0,0,0,22,LOW
0.0118,0.1,24,0,0,0,16,LOW
0.021,0.12,16,0,0,0,16,LOW
0.0307,0.156,28,0,0,0,21,LOW
0.0457,0.363,0,0,0,0,9,LOW
0.0323,0.1,36,0,0,0,21,LOW
0.0487,0.302,22,0,0,0,24,LOW
0.2462,0.492,1,0,0,0,33,MEDIUM
0.0164,0.132,366,0,0,0,26,LOW
0.1104,0.427,0,0,0,0,21,LOW
0.0814,0.179,45,0,0,0,26,LOW
0.3761,0.125,0,0,0,0,27,LOW
0.0439,0.409,24,0,0,0,25,LOW
0.0054,0.221,7,0,0,0,13,LOW
0.0352,0.398,0,0,0,0,10,LOW
0.0069,0.107,0,0,0,0,1,LOW
0.0012,0.48,0,0,0,0,7,LOW
0.0321,0.604,0,0,0,0,13,LOW
0.0172,0.1,0,0,0,0,1,LOW
0.0418,0.248,146,0,0,0,33,MEDIUM
0.0769,0.1,32,0,0,0,25,LOW
0.012,0.142,0,0,0,0,2,LOW
0.0029,0.207,27,0,0,0,18,LOW
0.0181,0.282,7,0,0,0,14,LOW
0.0202,0.418,311,0,0,0,35,MEDIUM
0.0198,0.1,162,0,0,0,26,LOW
0.008,0.172,0,0,0,0,2,LOW
0.1038,0.265,2,0,0,0,23,LOW
0.0472,0.387,47,1,0,1,45,MEDIUM
0.0338,0.175,0,0,0,0,7,LOW
0.0029,0.268,24,0,0,0,19,LOW
0.0059,0.358,0,1,0,0,15,LOW
0.0169,0.243,0,0,0,0,3,LOW
0.0269,0.221,0,0,0,0,7,LOW
0.0442,0.127,22,0,0,0,21,LOW
0.0852,0.245,25,0,0,0,27,LOW
0.0065,0.302,0,0,0,0,4,LOW
0.1427,0.265,216,0,0,0,43,MEDIUM
0.1049,0.141,49,0,0,0,32,MEDIUM
0.0017,0.453,79,0,0,0,26,LOW
0.0301,0.334,0,0,0,0,9,LOW
0.0484,0.277,188,0,0,0,33,MEDIUM
0.003,0.22,0,0,0,0,3,LOW
0.1832,0.257,8,0,0,0,28,LOW
0.0519,0.512,0,0,0,0,16,LOW
0.0986,0.232,0,0,0,0,12,LOW
0.1363,0.21,11,0,0,0,28,LOW
0.0114,0.336,30,0,0,0,20,LOW
0.0153,0.282,42,0,0,0,19,LOW
0.4906,0.437,227,0,0,0,57,MEDIUM
0.1582,0.1,21,0,0,0,31,MEDIUM
0.0221,0.1,26,0,0,0,21,LOW
0.0279,0.1,0,0,0,0,6,LOW
0.0648,0.622,0,1,0,0,28,LOW
0.2992,0.291,6,0,0,0,35,MEDIUM
0.0007,0.484,0,0,0,0,7,LOW
0.0955,0.202,28,0,0,0,27,LOW
0.0201,0.393,408,0,0,0,35,MEDIUM
0.0416,0.231,0,1,0,0,17,LOW
0.0066,0.152,36,0,0,0,17,LOW
0.1451,0.239,28,0,0,0,33,MEDIUM
0.0079,0.236,8,0,0,0,13,LOW
0.0434,0.493,408,0,0,0,36,MEDIUM
0.0189,0.428,27,0,0,0,21,LOW
0.0798,0.179,21,0,0,0,26,LOW
0.0628,0.119,34,0,0,0,25,LOW
0.0497,0.1,0,0,0,0,6,LOW
0.0178,0.1,57,0,0,0,21,LOW
0.0257,0.281,332,0,0,0,33,MEDIUM
0.0393,0.46,0,0,0,0,11,LOW
0.0113,0.532,79,0,0,0,27,LOW
0.0227,0.279,24,0,0,0,23,LOW
0.0395,0.1,453,0,0,0,31,MEDIUM
0.1773,0.1,0,0,0,0,16,LOW
0.1725,0.218,0,0,0,0,18,LOW
0.0133,0.165,448,0,0,0,27,LOW
0.1452,0.369,0,0,0,0,20,LOW
0.0146,0.153,8,0,0,0,12,LOW
0.0285,0.147,43,0,0,0,21,LOW
0.0025,0.376,9,0,0,0,15,LOW
0.0108,0.155,0,0,0,0,2,LOW
0.0292,0.141,0,0,0,0,6,LOW
0.0199,0.594,33,0,0,0,23,LOW
0.0398,0.398,2,0,0,0,15,LOW
0.0999,0.165,0,1,0,1,31,MEDIUM
0.0168,0.331,0,0,0,0,4,LOW
0.1128,0.177,27,0,0,0,32,MEDIUM
0.0429,0.228,0,0,0,0,7,LOW
0.1046,0.398,0,0,0,0,20,LOW
0.0353,0.165,29,0,0,0,21,LOW
0.0012,0.178,22,0,0,0,17,LOW
0.0004,0.113,44,0,0,0,16,LOW
0.1047,0.309,8,1,0,0,39,MEDIUM
0.0445,0.362,5,0,1,0,24,LOW
0.0025,0.373,45,0,0,0,20,LOW
0.0464,0.296,0,0,0,0,8,LOW
0.0367,0.139,30,0,0,0,21,LOW
0.0019,0.437,431,0,0,0,31,MEDIUM
0.0206,0.1,468,0,0,0,31,MEDIUM
0.0405,0.217,37,0,0,0,22,LOW
0.2189,0.387,0,0,0,0,26,LOW
0.0282,0.53,33,0,0,0,27,LOW
0.134,0.607,31,0,0,0,39,MEDIUM
0.0309,0.1,441,0,0,0,31,MEDIUM
0.1342,0.235,0,0,0,0,18,LOW
0.1455,0.657,0,1,0,1,44,MEDIUM
0.0294,0.283,0,0,0,0,8,LOW
0.0341,0.225,0,0,0,0,7,LOW
0.1111,0.232,0,0,0,0,18,LOW
0.0086,0.36,1,0,0,0,10,LOW
0.0214,0.166,49,0,0,0,21,LOW
0.0409,0.1,0,0,0,0,6,LOW
0.1108,0.27,33,1,0,1,54,MEDIUM
0.0049,0.579,359,0,0,0,33,MEDIUM
0.0367,0.328,95,0,0,0,29,LOW
0.0089,0.272,30,1,0,1,39,MEDIUM
0.1462,0.33,33,0,0,0,34,MEDIUM
0.0203,0.483,47,0,0,0,26,LOW
0.0306,0.182,35,0,0,0,22,LOW
0.0494,0.171,47,0,0,0,22,LOW
0.0093,0.333,0,0,0,0,4,LOW
0.05,0.242,27,1,0,0,33,MEDIUM
0.0219,0.401,0,0,0,0,10,LOW
0.1315,0.1,48,0,0,0,31,MEDIUM
0.0055,0.1,10,0,0,0,11,LOW
0.0365,0.114,34,0,0,0,21,LOW
0.0392,0.309,4,0,0,0,14,LOW
0.0248,0.313,0,0,0,0,9,LOW
0.0358,0.353,16,1,0,1,39,MEDIUM
0.1709,0.244,23,0,0,0,33,MEDIUM
0.1357,0.1,34,0,0,0,31,MEDIUM
0.0062,0.379,42,0,0,0,20,LOW
0.022,0.658,11,0,0,0,24,LOW
0.0235,0.329,6,0,0,0,19,LOW
0.1775,0.539,1,1,0,0,38,MEDIUM
0.0191,0.457,0,0,0,0,6,LOW
0.0421,0.382,14,0,0,0,20,LOW
0.1262,0.1,0,0,0,0,16,LOW
0.1047,0.161,44,0,0,0,32,MEDIUM
0.045,0.569,40,0,0,0,28,LOW
0.0354,0.324,26,0,0,0,24,LOW
0.0024,0.327,0,0,0,0,4,LOW
0.033,0.562,269,0,0,0,37,MEDIUM
0.0236,0.585,0,0,0,0,13,LOW
0.0313,0.472,0,0,0,0,11,LOW
0.1084,0.681,36,1,0,0,50,MEDIUM
0.1761,0.406,27,0,0,0,36,MEDIUM
0.0663,0.411,1,0,0,0,20,LOW
0.0355,0.15,11,0,0,0,16,LOW
0.0946,0.295,307,0,0,0,38,MEDIUM
0.0195,0.275,332,0,0,0,29,LOW
0.0477,0.1,30,0,0,0,21,LOW
0.0336,0.237,221,0,0,0,33,MEDIUM
0.1432,0.328,11,0,0,0,29,LOW
0.0839,0.1,45,0,0,0,25,LOW
0.0238,0.1,19,0,0,0,16,LOW
0.0294,0.475,156,0,0,0,36,MEDIUM
0.065,0.367,162,0,0,0,39,MEDIUM
0.0258,0.162,223,0,0,0,31,MEDIUM
0.0371,0.172,12,0,0,0,17,LOW
0.0016,0.294,28,0,0,0,19,LOW
0.1873,0.131,0,0,0,0,16,LOW
0.2481,0.432,461,1,0,0,62,HIGH
0.1833,0.118,30,0,0,0,31,MEDIUM
0.008,0.185,0,0,0,0,2,LOW
0.0029,0.4,20,0,0,0,16,LOW
0.0322,0.388,9,0,0,0,20,LOW
0.0219,0.1,0,0,0,0,6,LOW
0.1044,0.543,39,0,0,0,38,MEDIUM
0.0411,0.516,302,0,0,0,37,MEDIUM
0.1946,0.22,4,0,0,0,23,LOW
0.136,0.591,11,0,0,0,33,MEDIUM
0.0588,0.332,23,0,0,0,28,LOW
0.0284,0.202,0,1,0,1,27,LOW
0.1496,0.105,0,0,0,0,16,LOW
0.0295,0.492,48,0,0,0,26,LOW
0.4853,0.125,17,0,0,0,37,MEDIUM
0.1965,0.175,42,0,0,0,32,MEDIUM
0.5428,0.1,22,1,0,0,56,MEDIUM
0.094,0.1,18,0,0,0,20,LOW
0.4696,0.123,398,0,0,0,52,MEDIUM
0.0117,0.335,29,1,0,1,40,MEDIUM
0.1462,0.29,0,0,0,0,19,LOW
0.1683,0.431,6,0,0,0,31,MEDIUM
0.0112,0.337,44,0,0,0,20,LOW
0.1717,0.1,151,0,0,0,41,MEDIUM
0.013,0.201,3,0,0,0,8,LOW
0.1421,0.272,4,0,0,0,24,LOW
0.0315,0.333,307,0,0,0,34,MEDIUM
0.1253,0.433,0,0,0,0,21,LOW
0.025,0.217,0,0,0,0,7,LOW
0.0408,0.263,0,0,0,0,8,LOW
0.0236,0.542,8,0,0,0,22,LOW
0.0453,0.12,19,0,0,0,16,LOW
0.0033,0.417,45,0,0,0,21,LOW
0.0194,0.1,13,0,0,0,11,LOW
